,Area_Code,State,Occupation_Code,Occupation_Title,Total_Employment,Mean_Hourly_Income,Hourly_10th_Percentile,Hourly_25th_Percentile,Median_Hourly_Income,Hourly_75th_Percentile,Hourly_90th_Percentile,Mean_Annual_Income,Annual_10th_Percentile,Annual_25th_Percentile,Median_Annual_Income,Annual_75th_Percentile,Annual_90th_Percentile
2992,6,California,29-1211,Anesthesiologists,"3,850",#,#,#,#,#,#,#,#,#,#,#,#
2993,6,California,29-1215,Family Medicine Physicians,"11,050",97.75,31.92,54.90,97.09,#,#,"203,320","66,400","114,190","201,950",#,#
2994,6,California,29-1216,General Internal Medicine Physicians,"3,410",102.17,54.87,67.38,96.14,#,#,"212,510","114,140","140,150","199,980",#,#
2995,6,California,29-1218,Obstetricians and Gynecologists,"1,540",113.81,54.96,77.74,#,#,#,"236,730","114,320","161,700",#,#,#
2996,6,California,29-1221,"Pediatricians, General","3,160",96.28,50.75,69.54,92.06,#,#,"200,270","105,550","144,650","191,490",#,#
2997,6,California,29-1223,Psychiatrists,"3,560",113.91,58.93,85.16,#,#,#,"236,930","122,570","177,130",#,#,#
2998,6,California,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric","32,070",101.03,38.47,59.00,#,#,#,"210,140","80,010","122,710",#,#,#
2999,6,California,29-1248,"Surgeons, Except Ophthalmologists","3,650",119.28,55.72,90.56,#,#,#,"248,100","115,900","188,360",#,#,#
3000,6,California,29-1292,Dental Hygienists,"23,320",51.08,39.13,44.45,51.70,58.90,63.91,"106,240","81,390","92,450","107,530","122,520","132,930"
3001,6,California,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other","4,950",37.38,16.56,24.77,31.97,42.39,61.70,"77,750","34,450","51,520","66,490","88,170","128,340"
3002,6,California,29-2010,Clinical Laboratory Technologists and Technicians,"27,220",30.23,16.35,20.87,27.94,38.63,48.48,"62,890","34,010","43,410","58,120","80,350","100,840"
3003,6,California,29-2031,Cardiovascular Technologists and Technicians,"4,830",36.84,19.12,23.63,34.82,47.72,59.39,"76,630","39,780","49,140","72,420","99,260","123,530"
3004,6,California,29-2032,Diagnostic Medical Sonographers,"6,650",48.54,31.80,39.72,47.15,58.88,71.04,"100,960","66,130","82,620","98,070","122,470","147,760"
3005,6,California,29-2033,Nuclear Medicine Technologists,"1,330",55.48,42.18,47.59,55.72,63.64,74.08,"115,390","87,730","98,980","115,900","132,370","154,090"
3006,6,California,29-2034,Radiologic Technologists and Technicians,"17,390",41.40,23.52,31.88,40.71,50.86,61.31,"86,120","48,930","66,320","84,670","105,780","127,530"
3007,6,California,29-2035,Magnetic Resonance Imaging Technologists,"3,150",46.72,31.09,39.06,47.07,56.26,62.86,"97,180","64,670","81,250","97,910","117,010","130,750"
3008,6,California,29-2040,Emergency Medical Technicians and Paramedics,"21,990",21.00,12.22,13.87,17.77,26.10,34.37,"43,680","25,410","28,840","36,970","54,280","71,480"
3009,6,California,29-2051,Dietetic Technicians,"5,270",17.22,11.97,13.06,15.05,20.43,25.52,"35,810","24,910","27,160","31,300","42,480","53,070"
3010,6,California,29-2052,Pharmacy Technicians,"36,560",21.73,14.41,17.01,20.81,25.59,31.32,"45,200","29,970","35,390","43,280","53,230","65,150"
3011,6,California,29-2053,Psychiatric Technicians,"9,490",28.96,15.98,21.94,32.19,35.52,37.73,"60,240","33,240","45,630","66,960","73,890","78,490"
3012,6,California,29-2055,Surgical Technologists,"9,480",30.05,19.33,24.36,29.82,36.23,41.25,"62,510","40,200","50,680","62,030","75,350","85,810"
3013,6,California,29-2056,Veterinary Technologists and Technicians,"9,750",20.90,13.70,16.11,20.05,25.22,29.72,"43,470","28,500","33,500","41,700","52,450","61,820"
3014,6,California,29-2057,Ophthalmic Medical Technicians,"3,760",21.02,13.62,15.89,18.96,24.85,30.09,"43,730","28,330","33,060","39,430","51,690","62,580"
3015,6,California,29-2061,Licensed Practical and Licensed Vocational Nurses,"67,590",28.96,20.69,24.35,28.47,33.26,38.47,"60,240","43,030","50,660","59,210","69,170","80,020"
3016,6,California,29-2081,"Opticians, Dispensing","8,050",22.42,14.18,16.76,20.92,27.23,33.92,"46,620","29,500","34,860","43,510","56,650","70,550"
3017,6,California,29-2091,Orthotists and Prosthetists,850,41.64,21.20,27.97,36.23,44.77,56.18,"86,610","44,100","58,170","75,360","93,120","116,850"
3018,6,California,29-2092,Hearing Aid Specialists,750,27.29,18.46,24.24,27.38,30.23,35.51,"56,760","38,390","50,420","56,940","62,870","73,860"
3019,6,California,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","40,900",25.28,15.29,17.90,22.82,29.77,39.47,"52,580","31,800","37,230","47,470","61,920","82,100"
3020,6,California,29-9091,Athletic Trainers,"1,270",*,*,*,*,*,*,"58,220","38,890","46,590","56,520","67,840","79,730"
3021,6,California,29-9092,Genetic Counselors,**,49.92,34.58,42.44,50.25,59.42,66.61,"103,840","71,930","88,270","104,530","123,590","138,550"
3022,6,California,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",**,30.65,14.71,19.18,26.37,39.35,56.00,"63,750","30,600","39,890","54,840","81,840","116,470"
3024,6,California,31-1120,Home Health and Personal Care Aides,"595,760",13.83,11.33,11.80,12.58,14.38,17.90,"28,780","23,570","24,550","26,170","29,900","37,240"
3025,6,California,31-1131,Nursing Assistants,"100,190",17.61,12.92,14.42,16.78,19.65,24.07,"36,630","26,870","30,000","34,910","40,880","50,070"
3026,6,California,31-1132,Orderlies,"3,780",20.30,13.62,15.71,18.91,24.46,29.81,"42,230","28,330","32,680","39,330","50,870","62,010"
3027,6,California,31-1133,Psychiatric Aides,"1,220",16.94,12.64,13.62,15.15,17.94,25.52,"35,230","26,280","28,320","31,510","37,320","53,070"
3028,6,California,31-2011,Occupational Therapy Assistants,"2,640",33.73,23.03,28.45,34.45,38.79,44.20,"70,150","47,890","59,170","71,650","80,690","91,940"
3029,6,California,31-2012,Occupational Therapy Aides,670,17.20,11.59,13.05,15.95,19.29,26.68,"35,770","24,100","27,140","33,180","40,130","55,490"
3030,6,California,31-2021,Physical Therapist Assistants,"5,750",31.81,16.35,26.07,33.47,38.38,43.54,"66,150","34,010","54,220","69,620","79,830","90,560"
3031,6,California,31-2022,Physical Therapist Aides,"7,220",15.13,11.39,11.99,13.77,16.87,19.78,"31,480","23,680","24,940","28,650","35,090","41,150"
3032,6,California,31-9011,Massage Therapists,"16,330",21.01,11.83,13.27,16.86,27.01,36.45,"43,690","24,610","27,600","35,060","56,190","75,810"
3033,6,California,31-9091,Dental Assistants,"56,840",20.81,13.81,16.28,19.86,24.51,29.24,"43,280","28,710","33,850","41,320","50,970","60,820"
3034,6,California,31-9092,Medical Assistants,"96,850",19.29,12.89,15.10,18.10,22.91,28.43,"40,120","26,820","31,410","37,640","47,650","59,130"
3035,6,California,31-9093,Medical Equipment Preparers,"7,510",24.16,15.62,18.27,23.71,29.44,34.75,"50,250","32,490","38,000","49,310","61,230","72,280"
3036,6,California,31-9094,Medical Transcriptionists,"5,270",19.02,11.63,12.50,17.18,23.72,30.12,"39,560","24,190","25,990","35,740","49,340","62,640"
3037,6,California,31-9095,Pharmacy Aides,"8,820",17.67,11.75,12.91,15.22,22.08,27.99,"36,750","24,450","26,850","31,660","45,930","58,210"
3038,6,California,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"12,360",16.19,12.23,13.51,15.49,18.11,21.69,"33,680","25,440","28,100","32,210","37,680","45,120"
3039,6,California,31-9097,Phlebotomists,"12,860",22.09,15.88,18.00,21.46,25.67,30.17,"45,940","33,030","37,440","44,640","53,390","62,760"
3040,6,California,31-9099,"Healthcare Support Workers, All Other","11,640",22.81,14.96,18.12,22.09,26.33,31.46,"47,440","31,120","37,700","45,940","54,760","65,450"
3123,6,California,41-1011,First-Line Supervisors of Retail Sales Workers,"116,620",22.32,13.89,16.42,19.95,25.49,32.97,"46,430","28,890","34,160","41,500","53,030","68,580"
3124,6,California,41-1012,First-Line Supervisors of Non-Retail Sales Workers,"24,580",35.57,18.73,24.80,31.98,42.05,55.55,"73,990","38,950","51,580","66,520","87,460","115,540"
3125,6,California,41-2011,Cashiers,"431,140",13.89,11.33,11.81,12.80,14.74,18.42,"28,900","23,570","24,570","26,610","30,650","38,310"
3126,6,California,41-2012,Gambling Change Persons and Booth Cashiers,"2,890",14.06,11.22,11.69,12.88,15.39,18.70,"29,240","23,340","24,310","26,790","32,010","38,890"
3127,6,California,41-2021,Counter and Rental Clerks,"82,980",17.21,11.50,12.29,14.72,19.08,26.64,"35,790","23,920","25,550","30,630","39,680","55,410"
3128,6,California,41-2022,Parts Salespersons,"26,140",18.22,11.69,12.88,15.98,21.86,28.75,"37,890","24,320","26,800","33,230","45,470","59,800"
3129,6,California,41-2031,Retail Salespersons,"418,900",15.79,11.48,12.15,13.86,16.89,22.42,"32,850","23,870","25,270","28,820","35,130","46,630"
3130,6,California,41-3011,Advertising Sales Agents,"16,880",35.78,13.82,18.69,29.42,43.63,66.14,"74,420","28,750","38,860","61,190","90,750","137,560"
3131,6,California,41-3021,Insurance Sales Agents,"41,900",36.23,14.91,18.28,25.46,40.11,74.71,"75,360","31,010","38,020","52,950","83,430","155,390"
3132,6,California,41-3031,"Securities, Commodities, and Financial Services Sales Agents","57,210",37.71,17.50,20.93,26.99,41.22,74.19,"78,430","36,390","43,530","56,140","85,740","154,320"
3133,6,California,41-3041,Travel Agents,"8,780",23.72,14.15,17.07,22.36,29.03,36.10,"49,330","29,420","35,500","46,510","60,370","75,090"
3134,6,California,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","134,040",33.38,13.87,18.59,28.23,40.76,60.35,"69,420","28,860","38,670","58,720","84,790","125,520"
3135,6,California,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","39,230",46.86,22.49,30.22,41.27,60.28,79.46,"97,470","46,790","62,860","85,840","125,380","165,280"
3136,6,California,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","147,310",36.09,15.52,21.03,29.86,44.51,63.83,"75,070","32,270","43,730","62,110","92,590","132,770"
3137,6,California,41-9011,Demonstrators and Product Promoters,"17,570",18.89,11.92,13.65,17.26,22.78,28.87,"39,290","24,790","28,390","35,900","47,390","60,040"
3138,6,California,41-9012,Models,290,20.92,14.05,16.71,19.21,26.47,28.89,"43,500","29,220","34,750","39,950","55,050","60,080"
3139,6,California,41-9021,Real Estate Brokers,"6,320",50.06,15.90,21.04,32.88,69.87,#,"104,120","33,070","43,760","68,390","145,330",#
3140,6,California,41-9022,Real Estate Sales Agents,"9,750",35.64,15.44,21.02,28.77,43.51,61.44,"74,140","32,120","43,720","59,830","90,510","127,800"
3141,6,California,41-9031,Sales Engineers,"11,440",56.07,28.48,37.32,52.55,69.22,88.61,"116,620","59,230","77,620","109,300","143,970","184,320"
3142,6,California,41-9041,Telemarketers,"11,790",15.07,11.46,12.13,13.80,16.36,19.60,"31,350","23,830","25,240","28,710","34,030","40,780"
3143,6,California,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","1,790",18.00,11.30,11.94,13.55,21.07,31.29,"37,440","23,510","24,830","28,180","43,830","65,090"
3144,6,California,41-9099,"Sales and Related Workers, All Other","29,030",24.71,12.96,15.37,20.50,28.97,41.44,"51,400","26,960","31,970","42,650","60,260","86,200"
3537,8,Colorado,15-1211,Computer Systems Analysts,"9,320",48.01,29.91,36.89,46.79,58.14,69.75,"99,860","62,200","76,730","97,330","120,930","145,070"
3538,8,Colorado,15-1212,Information Security Analysts,"3,980",50.24,28.22,36.77,47.71,61.17,76.04,"104,510","58,700","76,480","99,240","127,230","158,170"
3539,8,Colorado,15-1221,Computer and Information Research Scientists,400,60.68,37.34,46.18,57.15,72.52,84.77,"126,220","77,670","96,060","118,880","150,840","176,320"
3540,8,Colorado,15-1231,Computer Network Support Specialists,"4,410",36.08,20.75,25.37,33.94,45.19,55.98,"75,040","43,160","52,770","70,600","94,000","116,450"
3541,8,Colorado,15-1232,Computer User Support Specialists,"15,020",29.01,17.55,21.63,27.18,34.90,44.74,"60,340","36,500","44,980","56,540","72,580","93,060"
3542,8,Colorado,15-1241,Computer Network Architects,"6,790",58.19,35.03,44.64,57.08,71.08,81.48,"121,040","72,860","92,840","118,720","147,850","169,480"
3543,8,Colorado,15-1244,Network and Computer Systems Administrators,"12,580",42.37,25.56,32.59,40.82,51.14,61.77,"88,130","53,170","67,790","84,910","106,370","128,480"
3544,8,Colorado,15-1245,Database Administrators and Architects,"3,190",45.12,23.97,32.38,45.51,57.45,68.06,"93,840","49,870","67,340","94,660","119,490","141,570"
3545,8,Colorado,15-1251,Computer Programmers,"2,550",45.04,26.06,33.33,44.03,55.16,63.64,"93,690","54,210","69,320","91,580","114,730","132,370"
3546,8,Colorado,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,"44,510",53.62,32.22,41.16,52.83,65.19,77.77,"111,540","67,020","85,610","109,890","135,600","161,770"
3547,8,Colorado,15-1257,Web Developers and Digital Interface Designers,"3,430",37.31,20.00,25.37,33.79,44.16,59.47,"77,600","41,600","52,760","70,280","91,860","123,690"
3548,8,Colorado,15-1299,"Computer Occupations, All Other","14,010",51.00,28.12,37.09,48.77,61.57,76.61,"106,070","58,490","77,150","101,440","128,070","159,350"
3549,8,Colorado,15-2011,Actuaries,220,57.49,32.67,40.66,55.10,71.84,90.63,"119,580","67,960","84,570","114,610","149,430","188,510"
3550,8,Colorado,15-2021,Mathematicians,60,58.96,28.54,35.90,47.13,70.71,#,"122,630","59,360","74,660","98,030","147,080",#
3551,8,Colorado,15-2031,Operations Research Analysts,780,44.54,27.60,34.21,42.52,54.40,64.54,"92,640","57,400","71,160","88,440","113,150","134,240"
3552,8,Colorado,15-2041,Statisticians,"1,110",41.60,27.10,32.71,40.54,48.53,58.17,"86,540","56,360","68,030","84,320","100,950","120,990"
3553,8,Colorado,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",680,46.14,26.13,32.72,43.12,57.71,71.63,"95,960","54,350","68,050","89,700","120,040","148,990"
3645,8,Colorado,23-1011,Lawyers,"14,320",72.42,31.44,40.66,61.68,92.75,#,"150,630","65,390","84,560","128,300","192,920",#
3646,8,Colorado,23-1012,Judicial Law Clerks,210,26.47,20.23,24.10,26.86,28.79,35.00,"55,070","42,090","50,130","55,860","59,880","72,800"
3647,8,Colorado,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",210,53.05,33.49,37.28,50.19,63.21,83.89,"110,350","69,660","77,540","104,390","131,470","174,490"
3648,8,Colorado,23-1022,"Arbitrators, Mediators, and Conciliators",140,29.55,20.64,23.09,27.46,34.08,44.58,"61,460","42,940","48,020","57,110","70,880","92,740"
3649,8,Colorado,23-1023,"Judges, Magistrate Judges, and Magistrates",580,75.22,66.93,69.97,78.26,81.78,85.29,"156,460","139,220","145,540","162,780","170,100","177,390"
3650,8,Colorado,23-2011,Paralegals and Legal Assistants,"5,290",29.93,17.58,22.61,29.43,36.30,43.75,"62,250","36,560","47,030","61,210","75,510","90,990"
3651,8,Colorado,23-2093,"Title Examiners, Abstractors, and Searchers","1,300",31.65,19.37,23.07,29.22,37.33,49.10,"65,830","40,300","47,990","60,780","77,650","102,140"
3652,8,Colorado,23-2099,"Legal Support Workers, All Other","1,790",31.37,16.41,20.06,27.41,38.81,51.52,"65,250","34,140","41,720","57,010","80,720","107,160"
3654,8,Colorado,25-1011,"Business Teachers, Postsecondary","1,590",*,*,*,*,*,*,"84,140","38,960","49,500","75,170","109,890","151,220"
3655,8,Colorado,25-1021,"Computer Science Teachers, Postsecondary",550,*,*,*,*,*,*,"84,880","41,550","52,440","74,720","114,620","140,240"
3656,8,Colorado,25-1022,"Mathematical Science Teachers, Postsecondary","1,030",*,*,*,*,*,*,"75,590","39,460","50,410","68,220","94,220","128,660"
3657,8,Colorado,25-1031,"Architecture Teachers, Postsecondary",120,*,*,*,*,*,*,"83,270","50,950","67,210","78,920","96,510","122,110"
3658,8,Colorado,25-1032,"Engineering Teachers, Postsecondary",**,*,*,*,*,*,*,"102,470","48,210","72,450","96,550","124,440","160,470"
3659,8,Colorado,25-1041,"Agricultural Sciences Teachers, Postsecondary",310,*,*,*,*,*,*,"82,220","34,700","55,070","75,400","104,210","141,500"
3660,8,Colorado,25-1042,"Biological Science Teachers, Postsecondary",980,*,*,*,*,*,*,"80,430","41,240","53,330","73,080","102,660","130,290"
3661,8,Colorado,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",120,*,*,*,*,*,*,"92,180","49,140","69,910","91,050","115,910","130,120"
3662,8,Colorado,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",390,*,*,*,*,*,*,"83,970","40,310","55,920","76,030","111,580","129,860"
3663,8,Colorado,25-1052,"Chemistry Teachers, Postsecondary",350,*,*,*,*,*,*,"72,610","39,860","49,300","62,790","88,210","126,890"
3664,8,Colorado,25-1053,"Environmental Science Teachers, Postsecondary",150,*,*,*,*,*,*,"67,970","40,740","49,410","61,330","81,870","102,940"
3665,8,Colorado,25-1054,"Physics Teachers, Postsecondary",350,*,*,*,*,*,*,"81,080","41,810","55,160","72,240","108,140","133,910"
3666,8,Colorado,25-1061,"Anthropology and Archeology Teachers, Postsecondary",190,*,*,*,*,*,*,"77,050","39,170","50,460","73,800","99,920","123,540"
3667,8,Colorado,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",200,*,*,*,*,*,*,"77,490","32,790","50,390","80,530","96,930","120,240"
3668,8,Colorado,25-1063,"Economics Teachers, Postsecondary",300,*,*,*,*,*,*,"96,910","42,930","61,680","96,880","122,960","160,520"
3669,8,Colorado,25-1064,"Geography Teachers, Postsecondary",170,*,*,*,*,*,*,"81,010","43,020","56,250","82,080","105,750","122,550"
3670,8,Colorado,25-1065,"Political Science Teachers, Postsecondary",300,*,*,*,*,*,*,"82,890","42,170","54,880","73,350","105,360","129,480"
3671,8,Colorado,25-1066,"Psychology Teachers, Postsecondary",680,*,*,*,*,*,*,"76,270","34,060","49,260","70,750","102,480","124,500"
3672,8,Colorado,25-1067,"Sociology Teachers, Postsecondary",310,*,*,*,*,*,*,"71,290","39,380","47,940","65,310","95,530","120,240"
3673,8,Colorado,25-1071,"Health Specialties Teachers, Postsecondary","5,830",*,*,*,*,*,*,"147,460","55,570","81,250","123,190","197,750",#
3674,8,Colorado,25-1072,"Nursing Instructors and Teachers, Postsecondary",970,*,*,*,*,*,*,"75,530","32,420","53,850","73,530","96,400","119,160"
3675,8,Colorado,25-1081,"Education Teachers, Postsecondary","1,040",*,*,*,*,*,*,"74,670","36,120","53,680","70,470","88,320","115,800"
3676,8,Colorado,25-1082,"Library Science Teachers, Postsecondary",110,*,*,*,*,*,*,"74,350","49,040","57,290","69,200","85,740","110,690"
3677,8,Colorado,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",330,*,*,*,*,*,*,"73,950","35,270","42,480","65,240","108,240","123,260"
